;uuid;giorno_min;giorno_max;durata_vita;conteggio_giorni_totale;site_giallozafferano;site_repubblica;site_subito;site_ansa;site_kijiji;site_corriere;site_ebay;site_pianetadonna;site_aranzulla;site_greenme;site_gazzetta;site_sole24ore;site_pourfemme;site_alfemminile;site_corrieresport;site_cookaround;site_autoscout;site_staseratv;prima_citta;browser_name;device_name;os_name
5346;5347;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
5347;5348;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LT;Mobile Safari 12;Tablet;iPad
5348;5349;07/12/18;22/05/19;167;52;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Safari 10;Desktop and Laptop;Mac OS X
5349;5350;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome;Desktop and Laptop;Mac OS X
5350;5351;12/05/19;05/06/19;25;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SP;Chrome Mobile;Mobile;Android
5351;5352;07/06/19;10/06/19;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Mobile Safari 12;Mobile;iPhone
5352;5353;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Mobile Safari 12;Mobile;iPhone
5353;5354;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AL;Edge;Desktop and Laptop;Windows 10
5354;5355;03/05/19;16/06/19;45;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Mobile Safari 10;Mobile;iPhone
5355;5356;14/05/19;27/05/19;14;13;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
5356;5357;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Explorer 11;Desktop and Laptop;Windows 10
5357;5358;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Chrome;Desktop and Laptop;Mac OS X
5358;5359;17/05/19;21/05/19;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5359;5360;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
5360;5361;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ITA-FE;Explorer 11;Desktop and Laptop;Windows 7
5361;5362;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Firefox 4+;Desktop and Laptop;Windows 10
5362;5363;28/08/18;14/06/19;291;59;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;ITA-LU;Chrome Mobile;Mobile;Android
5363;5364;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Safari 12;Desktop and Laptop;Mac OS X
5364;5365;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Explorer 11;Desktop and Laptop;Windows 7
5365;5366;16/03/19;10/06/19;87;19;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;0;ITA-MI;Mobile Safari 10;Tablet;iPad
5366;5367;02/06/17;16/06/19;745;447;20;6;87;2;23;1;6;0;0;0;0;0;0;3;0;2;0;0;ITA-RM;Chrome Mobile;Mobile;
5367;5368;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;ITA-SA;Chrome Mobile;Mobile;Android
5368;5369;02/05/19;19/05/19;18;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5369;5370;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SS;Chrome Mobile;Mobile;Android
5370;5371;15/04/18;13/06/19;425;95;0;0;1;0;0;0;3;0;16;0;0;3;0;0;1;0;4;0;ITA-FC;Firefox 4+;Desktop and Laptop;Windows 10
5371;5372;20/06/18;14/06/19;360;131;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5372;5373;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CA;Chrome Mobile;Mobile;Android
5373;5374;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5374;5375;04/06/19;13/06/19;10;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;ITA-RM;Mobile Safari 11;Mobile;iPhone
5375;5376;17/04/19;17/05/19;31;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 8.1
5376;5377;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LU;Chrome Mobile;Mobile;Android
5377;5378;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5378;5379;05/06/19;14/06/19;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Explorer 11;Desktop and Laptop;Windows 7
5379;5380;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PI;Chrome Mobile;Mobile;Android
5380;5381;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LO;Chrome;Desktop and Laptop;Windows 7
5381;5382;30/05/19;30/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PT;Chrome Mobile;Mobile;Android
5382;5383;16/12/18;14/06/19;181;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CT;;Mobile;Android
5383;5384;22/05/19;03/06/19;13;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome;Desktop and Laptop;Windows 7
5384;5385;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
5385;5386;29/05/18;27/05/19;364;336;0;0;4;2;0;0;0;0;0;0;4;0;0;0;1;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5386;5387;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5387;5388;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RN;Chrome Mobile;Mobile;Android
5388;5389;16/05/19;17/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome;Desktop and Laptop;Windows 10
5389;5390;10/06/19;12/06/19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Mobile Safari 12;Mobile;iPhone
5390;5391;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5391;5392;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Mobile;iPhone
5392;5393;31/03/19;26/05/19;57;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Safari 12;Desktop and Laptop;Mac OS X
5393;5394;30/01/19;12/06/19;134;52;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Chrome;Desktop and Laptop;Windows 10
5394;5395;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Mobile Safari 7;Mobile;iPhone
5395;5396;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 10;Mobile;iPhone
5396;5397;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Mac OS X
5397;5398;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 10
5398;5399;16/05/19;16/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Mobile Safari 12;Mobile;iPhone
5399;5400;27/05/19;11/06/19;16;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RO;Mobile Safari 12;Mobile;iPhone
5400;5401;24/05/19;26/05/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;ITA-BZ;Safari 12;Desktop and Laptop;Mac OS X
5401;5402;06/05/19;30/05/19;25;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5402;5403;15/06/19;16/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
5403;5404;24/05/19;30/05/19;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LO;Chrome Mobile;Mobile;Android
5404;5405;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 7
5405;5406;20/05/19;25/05/19;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 11;Tablet;iPad
5406;5407;19/05/19;01/06/19;14;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Mobile Safari 12;Mobile;iPhone
5407;5408;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PR;Chrome Mobile;Mobile;Android
5408;5409;21/06/18;15/06/19;360;126;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;;Mobile;Android
5409;5410;25/12/18;13/06/19;171;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PV;Chrome Mobile;Mobile;Android
5410;5411;29/04/19;15/06/19;48;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Chrome Mobile;Mobile;Android
5411;5412;23/05/19;26/05/19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 11;Mobile;iPhone
5412;5413;12/03/19;16/06/19;97;23;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
5413;5414;15/05/19;20/05/19;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CZ;Chrome;Desktop and Laptop;Windows 7
5414;5415;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5415;5416;18/04/19;31/05/19;44;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome Mobile;Mobile;Android
5416;5417;10/02/19;13/06/19;124;20;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
5417;5418;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Safari 11;Desktop and Laptop;Mac OS X
5418;5419;03/05/19;23/05/19;21;12;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;ITA-PV;Chrome;Desktop and Laptop;Windows 10
5419;5420;11/06/19;11/06/19;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CE;Edge;Desktop and Laptop;Windows 10
5420;5421;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Chrome Mobile;Mobile;Android
5421;5422;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AR;Chrome Mobile;Mobile;Android
5422;5423;31/07/18;31/05/19;305;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;;Mobile;Android
5423;5424;07/06/19;15/06/19;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome Mobile;Mobile;Android
5424;5425;17/05/19;18/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CR;Chrome;Desktop and Laptop;Windows 10
5425;5426;08/06/19;08/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Safari 11;Desktop and Laptop;Mac OS X
5426;5427;17/05/19;11/06/19;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5427;5428;30/05/19;30/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Safari 12;Desktop and Laptop;Mac OS X
5428;5429;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LE;Chrome Mobile;Mobile;Android
5429;5430;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BR;Chrome Mobile;Mobile;Android
5430;5431;30/01/19;15/06/19;137;93;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CE;;;Android
5431;5432;17/05/19;24/05/19;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Chrome Mobile;Mobile;Android
5432;5433;01/06/17;12/06/19;742;384;8;5;1;3;12;5;0;0;6;0;6;0;0;21;2;0;0;3;ITA-FI;;;
5433;5434;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5434;5435;14/05/19;02/06/19;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Tablet;Android
5435;5436;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LT;Chrome Mobile;Mobile;Android
5436;5437;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RE;Mobile Safari 12;Mobile;iPhone
5437;5438;19/04/19;11/06/19;54;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Android
5438;5439;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PG;Mobile Safari 12;Mobile;iPhone
5439;5440;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Mobile Safari 11;Mobile;iPhone
5440;5441;23/05/19;26/05/19;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Mobile Safari 12;Mobile;iPhone
5441;5442;03/05/19;19/05/19;17;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MN;Mobile Safari 12;Mobile;iPhone
5442;5443;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Mobile Safari 12;Mobile;iPhone
5443;5444;05/05/19;03/06/19;30;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome Mobile;Mobile;Android
5444;5445;10/05/19;12/06/19;34;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AQ;Safari 12;Desktop and Laptop;Mac OS X
5445;5446;23/05/19;16/06/19;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Chrome;Desktop and Laptop;Windows 7
5446;5447;20/06/18;15/06/19;361;179;3;1;0;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;ITA-BA;Chrome Mobile;Mobile;Android
5447;5448;05/06/19;13/06/19;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 7
5448;5449;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LT;Chrome Mobile;Mobile;Android
5449;5450;20/12/18;16/06/19;179;56;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CN;Mobile Safari 12;Mobile;iPhone
5450;5451;10/06/19;14/06/19;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
5451;5452;27/04/19;18/05/19;22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Firefox 4+;Desktop and Laptop;Windows 10
5452;5453;12/05/19;19/05/19;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CO;Mobile Safari 12;Mobile;iPhone
5453;5454;21/05/19;24/05/19;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Chrome;Desktop and Laptop;Windows 7
5454;5455;24/05/19;16/06/19;24;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AR;Mobile Safari 12;Mobile;
5455;5456;31/12/18;16/06/19;168;128;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
5456;5457;15/05/19;06/06/19;23;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Firefox 4+;Desktop and Laptop;Windows 10
5457;5458;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Safari 12;Desktop and Laptop;Mac OS X
5458;5459;07/04/19;16/06/19;71;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Firefox 4+;Desktop and Laptop;Windows 7
5459;5460;24/06/18;01/06/19;343;47;3;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;ITA-MI;;;
5460;5461;12/04/19;23/05/19;42;29;0;0;0;0;0;0;0;0;1;0;0;2;0;0;3;0;0;26;ITA-MB;Chrome;Desktop and Laptop;Windows 7
5461;5462;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
5462;5463;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5463;5464;28/05/19;12/06/19;16;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PT;Mobile Safari 12;Mobile;iPhone
5464;5465;29/12/18;04/06/19;158;34;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome Mobile;Mobile;Android
5465;5466;06/06/19;08/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CH;Chrome;Tablet;Android
5466;5467;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5467;5468;08/06/19;08/06/19;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Safari 11;Desktop and Laptop;Mac OS X
5468;5469;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
5469;5470;02/06/17;15/06/19;744;272;0;0;0;0;0;1;0;0;0;0;2;0;0;0;1;0;0;0;ITA-TO;Edge;Desktop and Laptop;Windows 10
5470;5471;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Mac OS X
5471;5472;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5472;5473;15/04/19;14/06/19;61;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5473;5474;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
5474;5475;04/06/19;05/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5475;5476;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PI;Mobile Safari 12;Mobile;iPhone
5476;5477;22/05/19;12/06/19;22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LE;Chrome Mobile;Mobile;Android
5477;5478;06/04/19;08/06/19;64;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CB;Chrome Mobile;Mobile;Android
5478;5479;30/05/19;30/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5479;5480;28/05/19;28/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BZ;Safari 12;Desktop and Laptop;Mac OS X
5480;5481;01/06/17;16/06/19;746;156;2;2;0;2;0;2;0;0;0;3;0;0;0;1;0;1;0;0;ITA-BS;Mobile Safari 10;Mobile;iPhone
5481;5482;04/06/19;06/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Mac OS X
5482;5483;03/06/19;15/06/19;13;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
5483;5484;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AQ;Chrome;Desktop and Laptop;Windows 7
5484;5485;26/05/19;27/05/19;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;
5485;5486;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CZ;Chrome;Desktop and Laptop;Windows 8
5486;5487;17/05/19;04/06/19;19;7;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;1;ITA-RN;Chrome;Desktop and Laptop;Windows 10
5487;5488;08/06/17;13/06/19;736;205;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;ITA-RM;Edge Mobile;Mobile;Windows Phone
5488;5489;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
5489;5490;20/05/19;26/05/19;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AV;Chrome Mobile;Mobile;Android
5490;5491;07/06/19;07/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PA;Chrome;Desktop and Laptop;Windows 7
5491;5492;04/05/19;17/05/19;14;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Firefox 4+;Desktop and Laptop;
5492;5493;07/06/19;07/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
5493;5494;24/05/19;14/06/19;22;16;0;0;0;0;0;16;1;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome;Desktop and Laptop;Windows 7
5494;5495;18/04/19;16/06/19;60;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Chrome Mobile;Mobile;Android
5495;5496;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Mobile Safari 12;Mobile;iPhone
5496;5497;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
5497;5498;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 7
5498;5499;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
5499;5500;18/06/18;14/06/19;362;193;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;ITA-RM;Explorer 11;Desktop and Laptop;Windows 10
5500;5501;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;ITA-MI;Explorer 11;Desktop and Laptop;Windows 7
5501;5502;10/05/19;07/06/19;29;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 12;Tablet;iPad
5502;5503;05/09/18;25/05/19;263;99;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;ITA-MO;;Desktop and Laptop;Windows 10
5503;5504;19/01/19;19/05/19;121;22;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
5504;5505;16/05/19;25/05/19;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Explorer 11;Desktop and Laptop;Windows 10
5505;5506;26/07/18;12/06/19;322;113;0;5;0;7;0;3;0;0;0;0;2;3;0;2;1;0;0;0;ITA-RM;Explorer 11;Desktop and Laptop;
5506;5507;13/06/19;15/06/19;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5507;5508;28/05/19;28/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Mobile Safari 12;Mobile;iPhone
5508;5509;25/05/19;10/06/19;17;8;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Safari 12;Desktop and Laptop;Mac OS X
5509;5510;29/05/19;06/06/19;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
5510;5511;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
5511;5512;24/11/18;14/06/19;203;96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome;Desktop and Laptop;Linux
